Mod:Item:MetaData, Localized Name
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:1, Стол для вырезки схем
tconstruct:tooltables:4, Ящик для схем
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:2, Стол для вырезки частей
tconstruct:tooltables:5, Ящик для частей
tconstruct:tooltables:3, Инженерная станция
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:toolforge:0, Кузня
tconstruct:pickaxe, кирка
tconstruct:shovel, лопата
tconstruct:hatchet, топор
tconstruct:mattock, мотыготопор
tconstruct:kama, Kama
tconstruct:hammer, молот
tconstruct:excavator, большая лопата
tconstruct:lumberaxe, большой топор
tconstruct:scythe, коса
tconstruct:broadsword, палаш
tconstruct:longsword, меч
tconstruct:rapier, рапира
tconstruct:frypan, сковорода
tconstruct:battlesign, боевая табличка
tconstruct:cleaver, гигантский меч
tconstruct:shortbow, короткий лук
tconstruct:longbow, длинный лук
tconstruct:crossbow, арбалет
tconstruct:arrow, стрела
tconstruct:bolt, болт
tconstruct:shuriken, сюрикен
tconstruct:seared:0, Сушёный камень
tconstruct:seared:1, Сушёный булыжник
tconstruct:seared:2, Сушёная плитка
tconstruct:seared:3, Сушёная кладка
tconstruct:seared:4, Сушёная кладка (трещины)
tconstruct:seared:5, Сушёная кладка (орнамент)
tconstruct:seared:6, Сушёная кладка (узор)
tconstruct:seared:7, Сушёная дорога
tconstruct:seared:8, Сушёная кладка (крипер)
tconstruct:seared:9, Сушёная кладка (треугольник)
tconstruct:seared:10, Сушёная кладка (малая)
tconstruct:seared:11, Сушёные мини-плитки
tconstruct:smeltery_controller:0, Контроллер плавильни
tconstruct:seared_tank:0, Сушёный резервуар
tconstruct:seared_tank:1, Сушёный мерный резервуар
tconstruct:seared_tank:2, Сушёное окно
tconstruct:faucet:0, Горн
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Стол отливок
tconstruct:casting:1, Резервуар отливок
tconstruct:smeltery_io:0, Слив плавильни
tconstruct:seared_glass:0, Сушёное стекло
tconstruct:seared_furnace_controller:0, Контроллер печи
tconstruct:tinker_tank_controller:0, Контроллер цистерны
tconstruct:seared_slab:0, Сушёная плита (камень)
tconstruct:seared_slab:1, Сушёная плита (булыжник)
tconstruct:seared_slab:2, Сушёная плита (плитка)
tconstruct:seared_slab:3, Сушёная плита (кладка)
tconstruct:seared_slab:4, Сушёная плита (кладка-трещины)
tconstruct:seared_slab:5, Сушёная плита (кладка-орнамент)
tconstruct:seared_slab:6, Сушёная плита (кладка-узор)
tconstruct:seared_slab:7, Сушёная плита (дорога)
tconstruct:seared_slab2:0, Сушёная плита (кладка-крипер)
tconstruct:seared_slab2:1, Сушёная плита (кладка-треугольник)
tconstruct:seared_slab2:2, Сушёная плита (малая кладка)
tconstruct:seared_slab2:3, Сушёная плита (мини-плитка)
tconstruct:seared_stairs_stone:0, Сушёные ступеньки (камень)
tconstruct:seared_stairs_cobble:0, Сушёные ступеньки (булыжник)
tconstruct:seared_stairs_paver:0, Сушёные ступеньки (плитка)
tconstruct:seared_stairs_brick:0, Сушёные ступеньки (кладка)
tconstruct:seared_stairs_brick_cracked:0, Сушёные ступеньки (кладка-трещины)
tconstruct:seared_stairs_brick_fancy:0, Сушёные ступеньки (кладка-орнамент)
tconstruct:seared_stairs_brick_square:0, Сушёные ступеньки (кладка-узор)
tconstruct:seared_stairs_brick_triangle:0, Сушёные ступеньки (кладка-треугольник)
tconstruct:seared_stairs_brick_small:0, Сушёные ступеньки (малая кладка)
tconstruct:seared_stairs_road:0, Сушёные ступеньки (дорога)
tconstruct:seared_stairs_tile:0, Сушёные ступеньки (мини-плитка)
tconstruct:seared_stairs_creeper:0, Сушёные ступеньки (кладка-крипер)
tconstruct:cast:0, Пустая отливка
tconstruct:cast:0, Отливка - большое лезвие топора
tconstruct:cast:0, Отливка - наконечник
tconstruct:cast:0, Отливка - тетива
tconstruct:cast:0, Отливка - полотно лопаты
tconstruct:cast:0, Отливка - малая гарда
tconstruct:cast:0, Отливка - большая пластина
tconstruct:cast:0, Отливка - навершие кирки
tconstruct:cast:0, Отливка - боёк молота
tconstruct:cast:0, Отливка - мощное крепление
tconstruct:cast:0, Отливка - лезвие ножа
tconstruct:cast:0, Отливка - Kama Head
tconstruct:cast:0, Отливка - широкое лезвие меча
tconstruct:cast:0, Отливка - лезвие меча
tconstruct:cast:0, Отливка - большое полотно лопаты
tconstruct:cast:0, Отливка - широкая карда
tconstruct:cast:0, Отливка - осколок
tconstruct:cast:0, Отливка - рукоять
tconstruct:cast:0, Отливка - навершие косы
tconstruct:cast:0, Отливка - поперечная гарда
tconstruct:cast:0, Отливка - плечо лука
tconstruct:cast:0, Отливка - мощная рукоять
tconstruct:cast:0, Отливка - лезвие топора
tconstruct:cast:0, Отливка - оселок
tconstruct:cast:0, Отливка - полотно сковороды
tconstruct:cast:0, Отливка - табличка
tconstruct:cast:0, Отливка - крепление
tconstruct:cast_custom:0, Отливка слитка
tconstruct:cast_custom:1, Отливка самородка
tconstruct:cast_custom:2, Отливка камня
tconstruct:cast_custom:3, Отливка пластины
tconstruct:cast_custom:4, Отливка шестерни
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Глиняная отливка - большое лезвие топора
tconstruct:clay_cast:0, Глиняная отливка - наконечник
tconstruct:clay_cast:0, Глиняная отливка - тетива
tconstruct:clay_cast:0, Глиняная отливка - полотно лопаты
tconstruct:clay_cast:0, Глиняная отливка - малая гарда
tconstruct:clay_cast:0, Глиняная отливка - большая пластина
tconstruct:clay_cast:0, Глиняная отливка - навершие кирки
tconstruct:clay_cast:0, Глиняная отливка - боёк молота
tconstruct:clay_cast:0, Глиняная отливка - мощное крепление
tconstruct:clay_cast:0, Глиняная отливка - лезвие ножа
tconstruct:clay_cast:0, Глиняная отливка - Kama Head
tconstruct:clay_cast:0, Глиняная отливка - широкое лезвие меча
tconstruct:clay_cast:0, Глиняная отливка - лезвие меча
tconstruct:clay_cast:0, Глиняная отливка - большое полотно лопаты
tconstruct:clay_cast:0, Глиняная отливка - широкая карда
tconstruct:clay_cast:0, Глиняная отливка - осколок
tconstruct:clay_cast:0, Глиняная отливка - рукоять
tconstruct:clay_cast:0, Глиняная отливка - навершие косы
tconstruct:clay_cast:0, Глиняная отливка - поперечная гарда
tconstruct:clay_cast:0, Глиняная отливка - плечо лука
tconstruct:clay_cast:0, Глиняная отливка - мощная рукоять
tconstruct:clay_cast:0, Глиняная отливка - лезвие топора
tconstruct:clay_cast:0, Глиняная отливка - оселок
tconstruct:clay_cast:0, Глиняная отливка - полотно сковороды
tconstruct:clay_cast:0, Глиняная отливка - табличка
tconstruct:clay_cast:0, Глиняная отливка - крепление
tconstruct:stone_torch:0, Каменный факел
tconstruct:stone_ladder:0, Каменная лестница
tconstruct:punji:0, Тростниковые колья
tconstruct:rack:0, Вешалка
tconstruct:rack:1, Сушилка
tconstruct:wood_rail:0, Деревянные рельсы
tconstruct:wood_rail_trapdoor:0, Деревянные рельсы с люком
tconstruct:wooden_hopper:0, Деревянная загрузочная воронка
tconstruct:slime_channel:0, Жёлоб из зелёной слизи
tconstruct:slime_channel:1, Жёлоб из синей слизи
tconstruct:slime_channel:2, Жёлоб из фиолетовой слизи
tconstruct:slime_channel:3, Жёлоб из крови
tconstruct:slime_channel:4, Жёлоб из огненной слизи
tconstruct:dried_clay:0, Сушёная глина
tconstruct:dried_clay:1, Кирпичи из сушёной глины
tconstruct:dried_clay_slab:0, Плита из сушёной глины
tconstruct:dried_clay_slab:1, Кирпичная плита из сушёной глины
tconstruct:dried_clay_stairs:0, Ступеньки из сушёной глины
tconstruct:dried_brick_stairs:0, Кирпичные ступеньки из сушёной глины
tconstruct:brownstone:0, Гладкий браунстоун
tconstruct:brownstone:1, Грубый браунстоун
tconstruct:brownstone:2, Плитки из браунстоуна
tconstruct:brownstone:3, Кладка из браунстоуна
tconstruct:brownstone:4, Кладка из браунстоуна (трещины)
tconstruct:brownstone:5, Кладка из браунстоуна (орнамент)
tconstruct:brownstone:6, Кладка из браунстоуна (узор)
tconstruct:brownstone:7, Дорога из браунстоуна
tconstruct:brownstone:8, Кладка из браунстоуна (крипер)
tconstruct:brownstone:9, Кладка из браунстоуна (треугольник)
tconstruct:brownstone:10, Кладка из браунстоуна (малая)
tconstruct:brownstone:11, Мини-плитка из браунстоуна
tconstruct:brownstone_slab:0, Гладкая плита из браунстоуна
tconstruct:brownstone_slab:1, Грубая плита из браунстоуна
tconstruct:brownstone_slab:2, Плита из браунстоуна (плитка)
tconstruct:brownstone_slab:3, Плита из браунстоуна (кладка)
tconstruct:brownstone_slab:4, Плита из браунстоуна (кладка-трещины)
tconstruct:brownstone_slab:5, Плита из браунстоуна (кладка-орнамент)
tconstruct:brownstone_slab:6, Плита из браунстоуна (кладка-узор)
tconstruct:brownstone_slab:7, Плита из браунстоуна (дорога)
tconstruct:brownstone_slab2:0, Плита из браунстоуна (кладка-крипер)
tconstruct:brownstone_slab2:1, Плита из браунстоуна (кладка-треугольник)
tconstruct:brownstone_slab2:2, Плита из браунстоуна (малая кладка)
tconstruct:brownstone_slab2:3, Плита из браунстоуна (мини-плитка)
tconstruct:brownstone_stairs_smooth:0, Гладкие ступеньки из браунстоуна
tconstruct:brownstone_stairs_rough:0, Грубые ступеньки из браунстоуна
tconstruct:brownstone_stairs_paver:0, Ступеньки из браунстоуна (плитка)
tconstruct:brownstone_stairs_brick:0, Ступеньки из браунстоуна (кладка)
tconstruct:brownstone_stairs_brick_cracked:0, Ступеньки из браунстоуна (кладка-трещины)
tconstruct:brownstone_stairs_brick_fancy:0, Ступеньки из браунстоуна (кладка-орнамент)
tconstruct:brownstone_stairs_brick_square:0, Ступеньки из браунстоуна (кладка-узор)
tconstruct:brownstone_stairs_brick_triangle:0, Ступеньки из браунстоуна (кладка-треугольник)
tconstruct:brownstone_stairs_brick_small:0, Ступеньки из браунстоуна (малая кладка)
tconstruct:brownstone_stairs_road:0, Ступеньки из браунстоуна (дорога)
tconstruct:brownstone_stairs_tile:0, Ступеньки из браунстоуна (мини-плитка)
tconstruct:brownstone_stairs_creeper:0, Ступеньки из браунстоуна (кладка-крипер)
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Синеслизневые ботинки
tconstruct:slime_boots:1, Зелёнослизневые ботинки
tconstruct:slime_boots:2, Фиолетослизневые ботинки
tconstruct:slime_boots:3, Кровавые ботинки
tconstruct:slime_boots:4, Огнеслизневые ботинки
tconstruct:piggybackpack, Рюкзак-седло
tconstruct:throwball:0, Светоснежок
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Каменный стержень
tconstruct:fancy_frame:0, Красивая рамка
tconstruct:fancy_frame:1, Рамка из алюминиевой латуни
tconstruct:fancy_frame:2, Рамка из кобальта
tconstruct:fancy_frame:3, Рамка из ардита
tconstruct:fancy_frame:4, Рамка из маньюлина
tconstruct:fancy_frame:5, Золотая рамка
tconstruct:fancy_frame:6, Стеклянная рамка
tconstruct:moms_spaghetti, Мамины спагетти
ceramics:unfired_clay:0, Необожжённое глиняное ведро
ceramics:unfired_clay:1, Необожжённые глиняные ножницы
ceramics:unfired_clay:4, Необожжённый фарфор
ceramics:unfired_clay:5, Фарфоровый кирпич
ceramics:unfired_clay:6, Unfired Faucet
ceramics:unfired_clay:7, Unfired Channel
ceramics:unfired_clay:8, Необожжённая глиняная пластина
ceramics:unfired_clay:9, Глиняная пластина
ceramics:clay_bucket:0, Глиняное ведро
ceramics:clay_bucket:0, Глиняное ведро: Вода 
ceramics:clay_bucket:0, Глиняное ведро: Лава 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное железо 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное золото 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная свиносталь 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный кобальт 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный ардит 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный маньюлин 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная слизесталь 
ceramics:clay_bucket:0, Глиняное ведро: Жидкая алюминиевая латунь 
ceramics:clay_bucket:0, Глиняное ведро: Жидкая латунь 
ceramics:clay_bucket:0, Глиняное ведро: Жидкая медь 
ceramics:clay_bucket:0, Глиняное ведро: Жидкое олово 
ceramics:clay_bucket:0, Глиняное ведро: Жидкая бронза 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий цинк 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий свинец 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий никель 
ceramics:clay_bucket:0, Глиняное ведро: Жидкое серебро 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий электрум 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная сталь 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий алюминий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное железо 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный кварц 
ceramics:clay_bucket:0, Глиняное ведро: Хром 
ceramics:clay_bucket:0, Глиняное ведро: Нихром 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный магний 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный обсидиан 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный дюралюминий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный никель 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный углерод 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная сталь 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная титановая сталь 
ceramics:clay_bucket:0, Глиняное ведро: Гидроксид натрия 
ceramics:clay_bucket:0, Глиняное ведро: Гипохлорит натрия 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное золото 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное серебро 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный электрум 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный инвар 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная медь 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленное олово 
ceramics:clay_bucket:0, Глиняное ведро: Вольфрам 
ceramics:clay_bucket:0, Глиняное ведро: Вольфрамит 
ceramics:clay_bucket:0, Глиняное ведро: Закалённое стекло 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная бронза 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный галлий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный мышьяк 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный алюминий 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный марганец 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный ферромарганец 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленная алюминиевая бронза 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный железо-титан 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный титан 
ceramics:clay_bucket:0, Глиняное ведро: Расплавленный арсенид галлия 
ceramics:clay_bucket:0, Глиняное ведро: Нейтрон 
ceramics:clay_bucket:0, Глиняное ведро: Гелий 
ceramics:clay_bucket:0, Глиняное ведро: Криоген 
ceramics:clay_bucket:0, Глиняное ведро: Бриллиантовая лазурь 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий светокамень 
ceramics:clay_bucket:0, Глиняное ведро: Жидкий латекс 
ceramics:clay_bucket:0, Глиняное ведро: Бензин 
ceramics:clay_bucket:0, Глиняное ведро: Бензин 90 
ceramics:clay_bucket:0, Глиняное ведро: Бензин 95 
ceramics:clay_bucket:0, Глиняное ведро: Бензин 100 
ceramics:clay_bucket:0, Глиняное ведро: Бензин 105 
ceramics:clay_bucket:0, Глиняное ведро: Дизельное топливо 
ceramics:clay_bucket:0, Глиняное ведро: A-дизель 
ceramics:clay_bucket:0, Глиняное ведро: AA-дизель 
ceramics:clay_bucket:0, Глиняное ведро: AAA-дизель 
ceramics:clay_bucket:0, Глиняное ведро: AAAA-дизель 
ceramics:clay_bucket:0, Глиняное ведро: Нефть 
ceramics:clay_bucket:0, Глиняное ведро: Сладкая средняя нефть 
ceramics:clay_bucket:0, Глиняное ведро: Сладкая тяжелая нефть 
ceramics:clay_bucket:0, Глиняное ведро: Кислая лёгкая нефть 
ceramics:clay_bucket:0, Глиняное ведро: Кислая средняя нефть 
ceramics:clay_bucket:0, Глиняное ведро: Кислая тяжелая нефть 
ceramics:clay_bucket:0, Глиняное ведро: Моторное масло 
ceramics:clay_bucket:0, Глиняное ведро: Мазут 
ceramics:clay_bucket:0, Глиняное ведро: Креозот 
ceramics:clay_bucket:0, Глиняное ведро: Промышленное масло 
ceramics:clay_bucket:0, Глиняное ведро: Паровая смазка 
ceramics:clay_bucket:0, Глиняное ведро: Полиэтилен 
ceramics:clay_bucket:0, Глиняное ведро: Полипропилен 
ceramics:clay_bucket:0, Глиняное ведро: Ацетилен 
ceramics:clay_bucket:0, Глиняное ведро: Кислород 
ceramics:clay_bucket:0, Глиняное ведро: Закись азота 
ceramics:clay_bucket:0, Глиняное ведро: Нитроген монооксид 
ceramics:clay_bucket:0, Глиняное ведро: Метан 
ceramics:clay_bucket:0, Глиняное ведро: Дибромпропан 
ceramics:clay_bucket:0, Глиняное ведро: Пропан 
ceramics:clay_bucket:0, Глиняное ведро: Этилен 
ceramics:clay_bucket:0, Глиняное ведро: Пропилен 
ceramics:clay_bucket:0, Глиняное ведро: Этан 
ceramics:clay_bucket:0, Глиняное ведро: Бутадиен 
ceramics:clay_bucket:0, Глиняное ведро: Полибутадиен 
ceramics:clay_bucket:0, Глиняное ведро: Водород 
ceramics:clay_bucket:0, Глиняное ведро: Нитрид водорода 
ceramics:clay_bucket:0, Глиняное ведро: Диоксид азота 
ceramics:clay_bucket:0, Глиняное ведро: Фтороводород 
ceramics:clay_bucket:0, Глиняное ведро: Азот 
ceramics:clay_bucket:0, Глиняное ведро: Диоксид углерода 
ceramics:clay_bucket:0, Глиняное ведро: Природный газ 
ceramics:clay_bucket:0, Глиняное ведро: Хлор 
ceramics:clay_bucket:0, Глиняное ведро: Флуор 
ceramics:clay_bucket:0, Глиняное ведро: Бром 
ceramics:clay_bucket:0, Глиняное ведро: Иод 
ceramics:clay_bucket:0, Глиняное ведро: Серная кислота 
ceramics:clay_bucket:0, Глиняное ведро: Азотная кислота 
ceramics:clay_bucket:0, Глиняное ведро: Ортофосфорная кислота 
ceramics:clay_bucket:0, Глиняное ведро: Бензол 
ceramics:clay_bucket:0, Глиняное ведро: Этанол 
ceramics:clay_bucket:0, Глиняное ведро: Акрилонитрил 
ceramics:clay_bucket:0, Глиняное ведро: Полиакрилонитрил 
ceramics:clay_bucket:0, Глиняное ведро: Бутадиен-нитрил 
ceramics:clay_bucket:0, Глиняное ведро: Толуол 
ceramics:clay_bucket:0, Глиняное ведро: Метилбромид 
ceramics:clay_bucket:0, Глиняное ведро: Метилхлорид 
ceramics:clay_bucket:0, Глиняное ведро: Бромоводород 
ceramics:clay_bucket:0, Глиняное ведро: Тринитротолуол 
ceramics:clay_bucket:0, Глиняное ведро: Хлороводород 
ceramics:clay_bucket:0, Глиняное ведро: Хлороэтан 
ceramics:clay_bucket:0, Глиняное ведро: Тетраэтилсвинец 
ceramics:clay_bucket:0, Глиняное ведро: Угарный газ 
ceramics:clay_bucket:0, Глиняное ведро: Метанол 
ceramics:clay_bucket:0, Глиняное ведро: Бутен 
ceramics:clay_bucket:0, Глиняное ведро: Метилпентан 
ceramics:clay_bucket:0, Глиняное ведро: Циклогексан 
ceramics:clay_bucket:0, Глиняное ведро: Метилциклогексан 
ceramics:clay_bucket:0, Глиняное ведро: Метилпентаналь 
ceramics:clay_bucket:0, Глиняное ведро: Этилгексанол 
ceramics:clay_bucket:0, Глиняное ведро: Этилгексилнитрат 
ceramics:clay_bucket:0, Глиняное ведро: Метилциклогексилнитрат 
ceramics:clay_bucket:0, Глиняное ведро: Трет-бутилсульфоновая кислота 
ceramics:clay_bucket:0, Глиняное ведро: Трет-бутиловый спирт 
ceramics:clay_bucket:0, Глиняное ведро: Изобутилен 
ceramics:clay_bucket:0, Глиняное ведро: Трет-бутилметиловый эфир 
ceramics:clay_bucket:0, Глиняное ведро: Монохлорбензол 
ceramics:clay_bucket:0, Глиняное ведро: Анилин 
ceramics:clay_bucket:0, Глиняное ведро: Метилтрихлоранилин 
ceramics:clay_bucket:0, Глиняное ведро: Трихлоранилин 
ceramics:clay_bucket:0, Глиняное ведро: Метилсульфат 
ceramics:clay_bucket:0, Глиняное ведро: Пропионовая кислота 
ceramics:clay_bucket:0, Глиняное ведро: Уксусная кислота 
ceramics:clay_bucket:0, Глиняное ведро: Глюкоза 
ceramics:clay_bucket:0, Глиняное ведро: Отработанная серная кислота 
ceramics:clay_bucket:0, Глиняное ведро: Оксид серы 
ceramics:clay_bucket:0, Глиняное ведро: Триоксид серы 
ceramics:clay_bucket:0, Глиняное ведро: Сероводород 
ceramics:clay_bucket:0, Глиняное ведро: Сульфат меди 
ceramics:clay_bucket:0, Глиняное ведро: Жидкая материя 
ceramics:clay_bucket:0, Глиняное ведро: Жидкая строительная пена 
ceramics:clay_bucket:0, Глиняное ведро: Хладагент 
ceramics:clay_bucket:0, Глиняное ведро: Пчелиное королевское желе  
ceramics:clay_bucket:0, Глиняное ведро: Протеин 
ceramics:clay_bucket:0, Глиняное ведро: Пчелиный воск 
ceramics:clay_bucket:0, Глиняное ведро: Масло из семян 
ceramics:clay_bucket:0, Глиняное ведро: Бактерии 
ceramics:clay_bucket:0, Глиняное ведро: Смесь растений 
